player,attempts,completions,progressive,accuracy,progressive_ratio,shots,goals,shot_conversion
Darwin Gabriel Núñez Ribeiro,19.663999127437165,14.408392647046472,3.523215150509473,0.7327295202603245,0.2445252039429731,5.346694676995481,0.4958679589672479,0.09274289798157984
Rúben Diogo Da Silva Neves,40.533433359213035,34.898015011407615,11.150820628399533,0.8609686404340944,0.31952592790032625,0.578718378220176,0.0,0.0
André-Frank Zambo Anguissa,6.153189271796943,5.7113365103431235,1.2612404668563293,0.9281912611596321,0.2208310549680003,0.08387148190229911,0.0,0.0
Julio José González Vela-Alvizu,26.084743571114753,22.859199395656166,9.704900604203667,0.8763436502005552,0.4245512030507878,0.0,0.0,0.0
Aaron Long,7.064081534052046,6.075110119284759,2.260506090896654,0.86,0.37209302325581384,0.14128163068104085,0.0,0.0
Santiago Arias Naranjo,23.43157239382058,17.688957974978162,4.906200782757644,0.7549198012696378,0.277359513754156,0.41819805598552506,0.0,0.0
İlkay Gündoğan,36.93818227078955,32.83620468657784,9.017370498257767,0.8889502045839563,0.2746167099495429,1.2390209735258246,0.08232105170642293,0.06644040211213352
Téji Savanier,9.691396023849075,7.861140703300585,2.23660527626079,0.8111463698269572,0.284514087799208,0.32325466015743876,0.0,0.0
Kieffer Roberto Francisco Moore,6.05092549932898,4.051384622579344,0.8027076485572127,0.6695479266814017,0.1981316817177834,0.586092001707129,0.0,0.0
Azor Matusiwa,8.56700338913463,7.915604914806195,3.82156775669997,0.923964256258543,0.48278909796921526,0.0,0.0,0.0
Leandro Trossard,14.460255188288906,12.639441057522488,2.2097003673364863,0.8740814662633989,0.17482579785609756,0.03060781225980379,0.0,0.0
Philipp Lienhart,40.94330821227185,36.24951764837008,11.087897582533643,0.8853587858712669,0.3058771068373705,0.5015495767986021,0.0,0.0
Billy Gilmour,10.42181432262856,9.046362488771132,1.2220968431277457,0.8680218442511538,0.13509262365339472,0.4893130455220635,0.0,0.0
Georginio Wijnaldum,24.295872751217843,21.163918395979483,3.7709916078046133,0.8710910948823039,0.17818021867448658,0.733733638517752,0.13331913534922432,0.18169963642194223
José Manuel Sagredo Chávez,30.570427082359835,26.346057084577918,7.203369638469626,0.8618151461737503,0.27341357438590813,0.0,0.0,0.0
Alexander David González Sibulo,29.055794960990326,22.35289658937761,5.455648250011354,0.7693094138153205,0.24406896118348928,0.0,0.0,0.0
Koen Casteels,26.424764084564632,19.805247270566745,9.707992876349888,0.7494957081617045,0.49017276804098614,0.0,0.0,0.0
Lukáš Provod,21.641950794070407,17.714356269758056,4.6807199560281605,0.8185193857206045,0.26423313863338543,0.7381793530525222,0.244192116693259,0.33080323322980354
Mario Götze,24.52174641383298,20.643586178833946,4.458998032607415,0.8418481224970452,0.21599919674708776,0.5332247319575459,0.0,0.0
Julián Álvarez,24.0892111387009,20.194656290187943,2.174143977864147,0.8383278378819098,0.10765937021272834,3.1755755169313105,0.9195059532551814,0.2895556878911001
Fabián Ruiz Peña,232.03531086828758,209.97689276546285,46.40850097186151,0.9049350806983599,0.2210171812747903,5.2590224157694605,0.7002974874426424,0.1331611527919643
Róbert Boženík,5.216647038536072,4.221588094810519,0.0,0.8092531589017008,0.0,0.24982365250611405,0.0,0.0
Vanja Milinković Savić,7.551942899789237,5.391541704497115,3.482018710524315,0.7139277634961441,0.6458298760111498,0.0,0.0,0.0
Timothy Castagne,36.5973844516548,31.1252932397077,6.899449435568781,0.8504786258926307,0.22166696976743325,0.0,0.0,0.0
Azzedine Ounahi,10.576044911662947,8.810088570962309,2.3051370960890214,0.8330229915388129,0.26164743719906053,0.0849068929427448,0.0,0.0
Miguel Ángel Navarro Zárate,38.08680142537022,28.86600451196186,9.736676814614595,0.7579004650344243,0.33730601027862334,0.25268793754929003,0.0,0.0
Jean Emile Junior Onana Onana,5.083530645002957,4.354785958645153,1.4706727823960017,0.8566459539150904,0.3377141371268573,0.10128136740531953,0.0,0.0
Przemysław Frankowski,46.27965276607228,33.504047278336984,11.486013650510202,0.7239476805862917,0.3428246610055621,0.4494914747823712,0.1078730722455105,0.23998913949978481
Ellyes Joris Skhiri,24.287620410716173,21.69410721303713,6.415817112745011,0.8932166612528771,0.2957400850720148,0.1649014666261324,0.0,0.0
Guram Kashia,29.039218098164575,24.85055117035259,12.070264639757886,0.8557582744255524,0.48571416211315477,0.0,0.0,0.0
Matías David Espinoza Acosta,18.599830923349714,12.410889431041861,2.232356927332552,0.6672581854204692,0.1798708255146506,0.24699183489643775,0.0,0.0
Cristian Jesús Martínez,39.43092966806167,30.454968530440407,10.748047850388785,0.7723624268262782,0.3529160714661674,0.7518664343206989,0.0,0.0
Marvin Ducksch,10.044246616579146,6.107702576077685,0.6604025940933135,0.6080797106272005,0.10812618752588612,0.0,0.0,0.0
Jubal Rocha Mendes Junior,6.083253134871367,4.986889364249847,1.131212552135824,0.8197734425456054,0.22683730668767038,0.0806610074123386,0.0,0.0
Rodrigo Javier De Paul,108.8704477764751,91.70073385267746,23.58628543793775,0.8422922448243324,0.2572093422483454,1.4169437668145588,0.0,0.0
Yannick Gerhardt,10.11776926131996,7.769859274672607,1.942373883518966,0.7679419320597309,0.24998829642262863,0.3097882586419381,0.0,0.0
Matthijs de Ligt,6.642715283038128,5.988370684582064,1.534048587117575,0.9014944084496737,0.2561712806234937,0.09217436231420616,0.0,0.0
Pablo Paulino Rosario,7.949055225961231,6.976547877341754,2.045284478740832,0.8776574924975594,0.2931656909262319,0.04987676579439166,0.0,0.0
Moriba Kourouma Kourouma,8.992132017766382,8.267873358294727,1.2858444318558413,0.9194564027707015,0.15552299559182536,0.3520623254675521,0.024976996942157947,0.07094481611739498
Hernesto Ezequiel Caballero Benítez,17.996861367446122,14.015172859350217,2.259363145673122,0.7787565049926851,0.16120836812696096,0.0,0.0,0.0
Jean-Kevin Duverne,9.026334681043139,7.172310968727006,2.5310462358428008,0.794598385963917,0.35289131311773414,0.10093283331961499,0.0,0.0
Kasey Palmer,26.32756266992373,18.377564591235423,5.4758611507557315,0.6980351664770593,0.29796446224257944,0.4930459918963555,0.0,0.0
Omar Federico Alderete Fernández,31.946284287454265,27.45836876488855,14.480086109912023,0.8595168226081248,0.5273469168506447,0.7499505898577479,0.24934943821259073,0.3324878219775623
Nikola Milenković,65.38915981798156,60.199754664141494,20.71753348566279,0.9206381429538872,0.3441464770288071,0.16599062971512374,0.0,0.0
Arthur Henrique Ramos de Oliveira Melo,17.200323964666318,15.778414633843017,3.648648430485838,0.9173324099159846,0.2312430313917519,0.07756929433932594,0.021321294513479187,0.2748677127344931
Kevin Müller,13.523110032298659,8.804096404983609,5.587525876786118,0.6510408022973905,0.6346506921054689,0.0,0.0,0.0
Abdoulaye Bamba,5.505977369991311,4.798849733800333,1.177155084292129,0.8715709149033255,0.24529942581884295,0.0,0.0,0.0
Orbelín Pineda Alvarado,19.754068548632457,15.78401439537689,3.8867309143207187,0.7990260009738395,0.2462447649223594,1.0822368099690183,0.0,0.0
Kyle Walker,158.4082078574196,140.0382564911379,39.50168265688024,0.8840340938468532,0.28207779535858507,0.003961546331899847,0.0,0.0
Anthony Caci,14.452003697880615,10.648577565185953,3.1603839957281625,0.7368236119914338,0.29678931072076703,0.25126135270566013,0.05537096057524594,0.22037197515254245
Francesco Acerbi,5.369883653027842,5.107483212275023,1.567173480544434,0.9511347996143523,0.3068386944039252,0.030899972037936367,0.0,0.0
Conor Gallagher,13.518451679712646,11.545778416167838,1.2284327025350235,0.8540755028547219,0.10639669827846504,0.0,0.0,0.0
Mathis Rayan Cherki,5.341507615647655,3.719384813028775,0.3520396188137035,0.6963174220950357,0.09464995866534984,0.14155713033393486,0.0,0.0
Axel Disasi,10.346530159380677,8.28366409092041,2.6320147438351515,0.8006224273564824,0.31773557147495396,0.1259089347627132,0.0,0.0
Atiba Hutchinson,5.052474626776253,4.556707095864781,1.656755469420867,0.9018762947795745,0.3635861236120213,0.1656755469420868,0.0,0.0
Brecht Dejaegere,5.130424914468904,4.682587228248505,0.7311550136088147,0.9127094356341909,0.1561433835547147,0.09443910912947197,0.0,0.0
Jerdy Schouten,74.31654012396412,68.85570462879447,17.277704905993833,0.9265192447595021,0.2509262667361993,0.24746156548548998,0.0,0.0
Mykola Matvienko,66.70495095014492,62.186170041029975,24.103496863458737,0.9322571886381826,0.3876022087797886,0.0,0.0,0.0
Jonathan Bell,7.008365522572233,5.0059753732658825,1.7520913806430596,0.7142857142857145,0.35000000000000014,0.0,0.0,0.0
Gonzalo Ariel Montiel,45.72328634416139,38.69862403203448,10.348310205902163,0.8463657607799244,0.2674077041430697,0.5093686813775965,0.42316134533231076,0.8307565046752845
Alessandro Bastoni,40.0011406563023,36.37164557807974,14.445092871052111,0.9092652104746739,0.3971525797490394,0.4939836697928755,0.0,0.0
Max Finkgräfe,6.984476106126822,4.491098622320904,1.944129968692227,0.643011523567428,0.4328851651196967,0.15070967123411227,0.0,0.0
Luka Modrić,56.915082344374326,47.80607204211898,15.280071870652469,0.8399543683844689,0.3196261733695699,1.2764378150645603,0.30853863894619604,0.24171850387446459
Philipp Mwene,22.30192367414469,18.022959084437872,4.678832160336501,0.8081347307870328,0.25960399390666605,0.1958903921304142,0.0,0.0
Leonardo Spinazzola,6.422189050183008,5.537999166034969,1.0993859532302244,0.8623226633101305,0.1985168145154037,0.21433608564784726,0.0,0.0
Kye Rowles,11.176388108226089,9.262472295588388,3.088490500991653,0.828753637212275,0.3334412673452925,0.0,0.0,0.0
Thomas Foket,8.455088210575186,7.232086252835251,1.3512659836247287,0.855353140348049,0.1868431786325808,0.0,0.0,0.0
Bernardo Mota Veiga de Carvalho e Silva,82.97920869224613,74.50603577563234,11.704247629422564,0.8978880004985447,0.15709126794329475,2.324696833808523,0.7485621018924415,0.3220041817952155
Marcos Aoás Corrêa,322.5638433194577,302.0144353764492,97.50928230469049,0.9362935171793048,0.3228629856157338,2.2966293133569073,0.24530328314473682,0.10681013331933184
Axel Witsel,15.043288562318175,14.311491902753481,2.685344027396069,0.9513539438844665,0.18763550618223235,0.15247343282417303,0.0,0.0
Lucas Silva Melo,25.37760251213118,22.203556020890503,5.554581359671134,0.8749272517085332,0.25016629563503406,0.1721481217156144,0.0,0.0
Robert Andrich,332.8957015082844,300.5479710843198,75.69189916195386,0.9028292336686732,0.2518463155444767,6.333252236838735,0.8570926098293772,0.1353321449671485
Cody Mathès Gakpo,39.709528234065125,27.343440226183766,4.602034265810211,0.6885863781863564,0.16830487413955159,3.302985464629539,0.9890706799379099,0.2994474818401429
Ronald Federico Araújo da Silva,62.89854977209068,53.89069801893163,18.1116853149413,0.8567876082072085,0.33608184678882286,1.0238102001497076,0.048887654062842886,0.04775070033068067
Patrick Osterhage,11.868648429510989,10.028361234991552,1.8306033002722197,0.844945512924317,0.18254261662262128,0.17313216787664878,0.0,0.0
Clément Lenglet,82.95984860749229,77.00992890633944,27.829810535754973,0.928279525565389,0.36137951210943176,0.3811918805339993,0.05013759784344273,0.13152850415703135
Sergi Roberto Carnicer,59.76446618114588,54.503220668630426,10.653917421503216,0.9119669956296667,0.19547317187505447,0.268321914616017,0.032725642791215696,0.12196410732253397
Senne Lynen,16.161820696829686,14.752508013009518,2.0567795158842697,0.9127998812598744,0.1394189729685621,0.0,0.0,0.0
Silvan Widmer,54.710297281291766,43.40415982142882,10.320766210494094,0.7933453477371418,0.23778288193931787,0.6157368057175754,0.0,0.0
Hidemasa Morita,8.637629743236763,7.057438028388903,1.9937366734617492,0.8170572527625249,0.2825014779360218,0.0828353811737202,0.0,0.0
Jindřich Staněk,18.186059404097612,11.572308959535672,6.895300651809487,0.6363285581772731,0.5958448461685519,0.0,0.0,0.0
Julian Weigl,15.396686136024083,13.906624926227297,3.6779740097938034,0.9032219533065335,0.26447639375513055,0.0,0.0,0.0
Patrick Mainka,14.42652895668326,12.002652525604054,5.781195799171428,0.8319847803753018,0.4816598486741979,0.0,0.0,0.0
Bruno Miranda Villagomez,5.7082950388682,4.467176474225064,0.5015495767986021,0.7825763111065093,0.11227440413255839,0.25077478839930106,0.25077478839930106,1.0
Kevin Trapp,14.980226188237115,11.21537100831057,5.723219253113648,0.7486783488701383,0.5103013755740005,0.0,0.0,0.0
Joachim Andersen,93.75008811367641,79.55482767823902,24.039582104785826,0.8485840310013899,0.3021762827771353,1.0993545187788143,0.0,0.0
César Rodolfo Blackman Camarena,17.53833983556144,13.5358854721586,3.509473244958603,0.7717882991816989,0.25927178921372324,0.9978990626656133,0.24840370837210776,0.24892668774391416
Kristjan Asllani,19.01837128702571,15.807477433372016,5.186828532825193,0.8311688311688311,0.328125,0.987967339585751,0.0,0.0
Willian Joel Pacho Tenorio,68.12400888088338,54.90548401217436,19.375264548847863,0.8059637844886381,0.3528839586324697,0.1721481217156144,0.0,0.0
Josuha Guilavogui,8.043030979342054,7.235510352740957,2.7329448810460906,0.8995999606771183,0.3777128008683998,0.0008170583874424388,0.0,0.0
Homam Alamin Ahmed,5.300243570913009,3.9761270038028163,0.5795370795152259,0.7501781664569609,0.14575416704771996,0.0,0.0,0.0
Kamal Miller,77.672587900524,69.34909022285467,29.046092096735784,0.8928386718834539,0.4188388341273922,0.0,0.0,0.0
Giorgi Chakvetadze,23.17499513467979,18.984393998724716,3.6984197641705183,0.8191757490518681,0.19481368562088214,0.4958643788221247,0.0,0.0
Péter Gulácsi,9.486042864505835,8.23717744630729,2.5534645077376736,0.8683470614631675,0.309992655176123,0.0,0.0,0.0
Marco Friedl,8.089931777643084,7.4295291835497705,1.6510064852332837,0.9183673469387754,0.2222222222222224,0.0,0.0,0.0
Serhou Guirassy,13.51993062544826,11.387183513261142,1.2619201453847047,0.8422516230835758,0.11081933859370174,1.8369379413109617,0.0,0.0
Tim Ream,48.11680784357584,40.50443328415201,15.058687954731067,0.841793857477597,0.37177875935430044,0.0,0.0,0.0
Bobby Armani De Cordova-Reid,20.767117785088047,15.3323383265251,4.203573672284984,0.7382988089726432,0.2741639000368756,0.4944551853592401,0.0,0.0
Aurélio Gabriel Ulineia Buta,11.924061863148848,10.322269199734475,1.1902674342152428,0.865667196145242,0.11531063675861707,0.1721481217156144,0.0,0.0
Malo Gusto,6.057791147809381,4.933346129841632,1.6685095839045951,0.8143803590233759,0.3382105248630014,0.03631588609405053,0.0,0.0
Robin Knoche,6.336574839379884,5.361968574363732,1.9483954716448746,0.846193520991929,0.3633731612975888,0.0,0.0,0.0
Miloš Degenek,7.2634593865118635,4.927309765938775,1.7509279855839774,0.6783695624551458,0.3553517170135501,0.0,0.0,0.0
Andrés Felipe Reyes Ambuila,6.122617088263122,5.009413981306191,2.087255825544248,0.8181818181818182,0.41666666666666696,0.278300776739233,0.0,0.0
Morten Hjulmand,52.73796514428281,47.099115998578085,8.589749594978622,0.8930779917223253,0.18237602580986753,1.2284327025350235,0.24512181203911737,0.19954028538419571
Vincenzo Grifo,9.276109343439929,6.336431976053177,1.4937367024550638,0.6830915571876378,0.23573782660340012,0.0,0.0,0.0
Vinícius José Paixão de Oliveira Júnior,22.92338867971413,17.04704947461852,2.6734061357030954,0.7436531183412761,0.15682515262735347,1.5123676984576597,0.5110649321693278,0.33792372892552597
Timothee Pembele,5.70663169717431,4.496781081868317,0.49713718955406044,0.7879921677957487,0.11055401197060509,0.10247873144827359,0.0,0.0
Bogdan Racovițan,6.52014449838183,6.018594921583228,2.507747883993011,0.923076923076923,0.4166666666666666,0.0,0.0,0.0
Dávid Hancko,21.348743919673538,16.33375984451942,5.536593891579025,0.7650923120337467,0.3389662848163374,0.8365368232507958,0.0,0.0
Marius Mihai Marin,10.921351549729117,9.180020423414025,1.7413311263150906,0.8405571766107756,0.18968706451608244,0.0,0.0,0.0
Solomon Kverkvelia,15.201416357810992,13.234824700272402,4.906211709132402,0.8706310246855327,0.3707046991737957,0.0,0.0,0.0
Sebastian Szymański,10.653720419755947,8.191411156643525,2.954341827998098,0.7688779913403408,0.3606633547629973,0.24746156548548998,0.0,0.0
Martin Braithwaite Christensen,13.334838891511529,10.186901818890963,0.9800325068648931,0.7639313756820544,0.09620515877040113,1.2322570266754045,0.09415929447681884,0.0764120572563161
Pedro Lomba Neto,22.019064720428815,18.072769832527463,1.9797032303627757,0.8207782692858855,0.10954066524986644,0.0,0.0,0.0
Hichem Boudaoui,6.648311460044121,5.599129209515788,0.9120107828812682,0.8421881620868933,0.16288439661854826,0.10644785906108968,0.0,0.0
Aziz Eraltay Behich,11.926602745213566,8.593184074344324,1.7128389835915052,0.7205056006240315,0.19932529883833522,0.1747236915536707,0.0,0.0
Omar Haktab Traorè,15.453804453626073,11.955736245639146,3.4042356480571194,0.7736435569322775,0.2847365965687654,0.19366992238530986,0.0,0.0
Mattéo Guendouzi Olié,16.622038528227765,14.891657778557049,2.917738650146167,0.8958984033918487,0.19593108393529615,0.5734452000786063,0.0,0.0
Sepp van den Berg,15.506844228904082,13.096558039637864,5.3133351833352025,0.8445662990040521,0.4057047025068674,0.0,0.0,0.0
Tyler Adams,36.4833373063657,30.67425881330801,9.924081963708655,0.8407744761868563,0.3235312717451252,0.08189642007552617,0.0,0.0
Luca Pfeiffer,6.493734551949962,5.505738567708404,0.7994097687413586,0.8478539619478472,0.14519573694071866,0.5657586465006041,0.0,0.0
Lorenzo Pellegrini,10.236480985854742,8.243137549898817,1.2524328585311446,0.8052706356109661,0.1519364260210019,0.7453948044576069,0.0,0.0
Ismael Koné,52.95200260242023,44.06257154449185,14.198660255936238,0.8321228542634557,0.3222385747867495,1.7842816386668852,0.5092460707221892,0.28540677642273404
Nicolò Fagioli,25.904050334315574,21.916816926230283,3.733168763240402,0.846076835219729,0.17033352862351583,0.24934943821259073,0.0,0.0
Manuel Riemann,21.377613160872595,11.10226921163348,9.60824635286734,0.5193409165039033,0.8654308564954781,0.0,0.0,0.0
Waldemar Anton,33.42517177856565,28.67528055767985,8.38825777972684,0.8578947850334839,0.2925257440063751,0.16987371006092472,0.0,0.0
Benjamin Pavard,5.040249416587249,4.407085243507171,0.9106901664353956,0.874378404569353,0.20664228534655385,0.038676687881762116,0.003880466114341698,0.10033087957801891
Jae-Sung Lee,13.901821073547337,11.242260633889302,1.937009199496787,0.8086897805986943,0.17229712622546375,0.4070613695555808,0.0,0.0
Sergio Busquets i Burgos,188.6368416843903,171.4138982696038,48.15726180318258,0.9086978807480125,0.28094140725648575,0.5811872788731368,0.024783374139112163,0.042642664490462716
Karoy Anderson,5.239708087163556,4.491178360425905,1.2467606848120072,0.8571428571428571,0.277602131279813,0.0,0.0,0.0
Volodymyr Brazhko,20.894051823547,17.94133796434088,3.446234034824372,0.8586816054567983,0.19208344671249705,0.493520175618273,0.0,0.0
Julio César Enciso Espínola,27.73526071237316,19.995754826012448,5.990710596528813,0.7209506711826945,0.2995991223464846,3.4928753730315116,0.24699183489643775,0.07071303969315984
Jonathan David,43.69200811520487,36.38963646237641,10.127676896202878,0.8328671084749883,0.27831212072354666,4.140020601381594,1.1496185961210257,0.2776842694302967
Jakub Piotr Kiwior,47.346011396435436,39.89326243973861,15.250674221216151,0.8425897190305259,0.3822869649794447,0.5685840661619912,0.0,0.0
Jonas Martin,7.116542639824813,6.271572592160702,1.773526448941848,0.8812667765193196,0.2827881560613216,0.08590594093475003,0.0,0.0
Cristiano Ronaldo dos Santos Aveiro,30.86462863731002,25.31978198338344,2.4364200696102425,0.8203494777441185,0.09622594978144705,7.133517448278054,0.7054080233456854,0.09888642292673756
Fabian Rieder,24.42270614345338,16.375782339037467,4.2206037525410505,0.6705146531612785,0.25773448041500585,0.24934943821259073,0.0,0.0
Bruno Miguel Borges Fernandes,86.97397389560659,65.65918664760343,18.578137087721828,0.754929132321964,0.2829480235177408,2.983696152106656,0.49635381561149505,0.16635534930761686
Gianluca Scamacca,5.713818649044213,4.2247948297171245,0.24934943821259073,0.7393995310690922,0.05902048460641725,0.7456907113216192,0.0,0.0
Stijn Spierings,8.616162923230522,7.747837738795055,2.583610022457803,0.8992213596502073,0.3334620715559289,0.07008124970251092,0.0,0.0
Yordan Hernando Osorio Paredes,53.10694702431964,47.11947199256564,20.16962311053786,0.8872562749839092,0.42805282524643223,0.751430922046781,0.0,0.0
Pavel Kadeřábek,9.73597493704023,5.607487252227859,1.8842709779644118,0.5759553910614887,0.33602768819773765,0.030958737794598578,0.0,0.0
Dominik Kohr,14.356894829618563,11.345046761241505,2.3141501576528536,0.7902159133907177,0.20397889989830353,0.5402169905970153,0.1958903921304142,0.36261427452314654
Pavao Pervan,6.4880992766985655,4.016442409384825,2.0082212046924117,0.6190476190476188,0.4999999999999998,0.0,0.0,0.0
Jack Hendry,10.030917433202301,7.829008728353016,3.1805347958934127,0.7804878048780488,0.40625,0.24465652276103175,0.0,0.0
Mario Lemina,7.343606548894897,6.3870540052044,1.2716361614257106,0.8697434922035081,0.19909588370311823,0.002128463645365293,0.0,0.0
Lassine Sinayoko,6.1051800236388445,4.6622868862374105,1.2467223410624626,0.7636608368934824,0.26740575418957124,0.4271903741922541,0.11550978892663849,0.2703941753019325
Jens-Lys Michel Cajuste,6.196467415389,5.777945022156974,1.0731936312680088,0.9324579046130993,0.18573967511850314,0.09336861668573335,0.0,0.0
Roland Sallai,12.23684562921563,9.852811789103967,1.8525531232944816,0.8051757853004413,0.18802278607850645,0.8738971633743137,0.0,0.0
Christoph Zimmermann,9.893837489978928,8.196561550477107,2.685271923743373,0.8284512009398857,0.32760956008279696,0.18858621550020138,0.0,0.0
Thorgan Hazard,6.760970423626676,5.916759812031281,1.0938868848158085,0.8751346983200454,0.18487937985778513,0.10389079516819788,0.06133481239974506,0.5903777355871113
Martin Dúbravka,20.420907960494855,13.926826049541367,9.119857838191622,0.681988581334553,0.6548410819342397,0.0,0.0,0.0
Edouard Mendy,7.506434341894366,5.604645514266614,2.8876650219081226,0.7466455122355995,0.5152270584388571,0.0,0.0,0.0
Demarai Gray,10.677359703094586,7.443311959836691,0.9936435292229439,0.6971116611983595,0.13349481179675624,0.496821764611472,0.0,0.0
Yerry Fernando Mina González,12.905757166131975,10.772887530304208,4.062983095291334,0.8347350249681619,0.3771489383753552,0.020544268159955078,0.011604876251797645,0.5648717277950007
Alexander Domínguez Carabalí,25.91693018522652,15.230421227652027,7.741567735746042,0.5876630109662392,0.5082963642325674,0.0,0.0,0.0
Raheem Sterling,10.745920880031752,9.054576307770171,1.5731771586650019,0.8426058975174044,0.1737438732848253,0.5489021466150326,0.17378513874543675,0.3166049537556634
Andraž Šporar,16.77672737025472,11.355259388914883,0.7480591028120784,0.6768459150768495,0.06587776440777224,1.9582305449924498,0.0,0.0
Ousmane Dembélé,63.83400969905319,47.10707640924834,7.381250319732215,0.7379620461151613,0.15669090256433496,3.2187036283922024,0.4364725076549046,0.13560506279757423
Antonio Rüdiger,78.03500237183263,70.7096184844254,24.042110553598416,0.9061269473344518,0.3400118833747344,0.6073393231325414,0.0,0.0
Ryan Hollingshead,6.640236642008923,5.368701965879555,1.4128163068104087,0.8085106382978723,0.26315789473684204,0.4238448920431226,0.14128163068104085,0.3333333333333333
Shūichi Gonda,6.370908444132462,4.382801880827418,2.237225515702334,0.6879398627779576,0.510455543402289,0.0,0.0,0.0
Sergej Milinković-Savić,24.627258605460273,19.87128694224191,5.476978906613401,0.8068818076988932,0.2756227577274107,0.7499695892594584,0.0,0.0
Ethan Pinnock,42.47075785820707,32.79177484283989,11.425835659389964,0.7721024181465882,0.3484360244039918,0.24793218941106235,0.0,0.0
Jorge Resurrección Merodio,14.012095906733727,12.019022978240237,3.0677536100198397,0.8577605419089597,0.25524151302263376,0.14644861160308875,0.0008422783638170516,0.005751357794362914
Giorgian Daniel De Arrascaeta Benedetti,21.921509642807017,15.318341374127044,3.588762277350724,0.6987813167855147,0.234278776644331,1.0075540802262382,0.5097266341942619,0.5059049873330937
Niels Nkounkou,15.727623170075697,12.20928043540384,4.087246667792573,0.7762953310474743,0.3347655653760385,0.0,0.0,0.0
Neco Williams,10.263957841753326,7.725051529875036,1.9962615852802088,0.7526386652183886,0.2584140154353768,0.2475636121196223,0.0,0.0
Benjamin Cremaschi,26.874569886361133,23.90072008377259,4.38097556026855,0.8893433526503517,0.18329889413009845,0.7393301705317274,0.1459195261483498,0.19736720069654975
Gerzino Nyamsi,7.171150837689655,6.1440124783371886,2.343315949180375,0.856767988486018,0.3813983056581565,0.0,0.0,0.0
Diogo Meireles Costa,42.745447410123056,38.46087302343377,22.726612925942483,0.8997653634179857,0.5909021595036446,0.0,0.0,0.0
Luka Lochoshvili,13.123897437871252,8.899549940511363,1.7337338903591752,0.6781179129631255,0.19481141203187133,0.244192116693259,0.0,0.0
Ben Davies,15.574308475599283,11.682426078358887,3.6110197146451113,0.7501088152107735,0.30909844328776415,0.27663245904842937,0.0,0.0
Stephen Antunes Eustáquio,74.95034690403477,61.047225692248105,17.239455006663174,0.814502243337339,0.28239538834362254,1.2403122180107697,0.0,0.0
Qazim Laçi,5.186828532825193,3.7048775234465663,0.24699183489643775,0.7142857142857143,0.06666666666666667,0.0,0.0,0.0
Karl Brillant Toko Ekambi,8.62315374773566,7.561995920951493,0.8002798130044051,0.8769408666680895,0.10582917808605606,0.8112789967126948,0.10903456504665263,0.13439835801057473
Javier Alejandro Mascherano,5.3666068721494655,4.877894687034443,1.8932971880971305,0.9089346030447577,0.3881381845183247,0.018728478547585886,0.0017142150498840934,0.09152986162375998
Giacomo Raspadori,8.334028827354272,6.296994722925498,1.4819510093786266,0.7555763068946028,0.2353425839763341,0.2775415475250758,0.0,0.0
Diogo Filipe Monteiro Pinto Leite,16.343727478930735,13.779747062626429,4.168115851503705,0.8431214409558884,0.3024813033621286,0.212566584685888,0.0,0.0
Steven Bergwijn,17.154391474290396,14.227947955574889,2.510575818703549,0.8294055768109628,0.17645382359722778,0.3374336605553687,0.0,0.0
Ridle Bote Baku,13.841596610397442,10.217880195013414,1.5326820292520134,0.7382009808997043,0.1500000000000001,0.3564154555435626,0.0,0.0
Thibaut Courtois,13.58247080521037,11.298259210692063,5.644103719384135,0.8318265043763569,0.4995551628026785,0.0,0.0,0.0
Fabian Lukas Schär,69.40915086146704,55.873235050607974,20.3702678626638,0.8049836996583455,0.3645800685106767,1.6432054491214718,0.2837055528616279,0.17265373177365562
Yusuf Yazıcı,8.979484001982872,7.609569528349281,1.5834426213764998,0.8474395106298889,0.20808570254564596,0.8356141991065873,0.0,0.0
Mikel Merino Zazón,37.76395819844358,31.888591652799864,7.417186236365492,0.8444186778629083,0.23259685837252245,0.8255818747779916,0.2522082862809464,0.30549154964038916
Adam Gnezda Čerin,40.611088180562774,31.98321690298499,7.626285565888977,0.7875488773111171,0.2384464823854919,0.9861480936737104,0.0,0.0
Muhammed Kerem Aktürkoğlu,9.42201871010217,5.448259258265359,1.4914732053542452,0.5782475524511327,0.2737522453784821,1.4877331326364418,0.244192116693259,0.1641370426835364
Erick Antonio Pulgar Farfán,24.473601401780645,21.999882293794222,5.924121192649817,0.8989229632625119,0.2692796767517664,0.0,0.0,0.0
Ángel Fabián Di María Hernández,99.22149539516232,76.03363217177535,16.119355266381714,0.7663020182165333,0.21200296245173228,3.992924215684457,0.288971196309454,0.07237081915413196
Ritsu Doan,8.606999972656153,5.702167502294588,1.790043668094248,0.6625034879063533,0.31392337516811336,0.4531515299939564,0.3703161488202362,0.8172015855825866
Marc Cucurella Saseta,78.97369694460208,71.0101041862731,17.171527014376487,0.8991614541748599,0.24181807942898217,0.31446535600418485,0.0071682050314548235,0.022794895827441895
Pau López Sabata,8.146360090898364,7.463175205798808,4.868458082573728,0.9161361789220619,0.6523306700331767,0.0,0.0,0.0
Ismail Jakobs,10.738130676214954,7.290269741321323,1.9038333941184256,0.6789142320151987,0.2611471813350717,0.08189642007552617,0.0,0.0
